Business Name,Category,Description,Street,City,Phone Number,Email,Website,Image 1,Image 2,Image 3,Image 4,Image 5
Road Trucks,leasing service,"Main Scania Truck dealership in Northern Ireland, based in Gortrush Industrial Estate Omagh, and Larne which is the Head Office......","Gortrush Industrial Estate, Derry Road, Omagh BT78 5LS",Northern Ireland,+44 28 8225 9198,,http://www.roadtrucksscania.co.uk/,https://lh3.googleusercontent.com/a-/ALV-UjVRi4UJUT-cd3XC52BRvJJ7WIRFp0icf_Eyv9hvz0QPe6gjxr4=w1600-h36-p-rp-mo-ba4-br100,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noOUgVU_lgtfq6RIZ53PSOSgXac2WtdkaLiPu10KrU_8gJU0WUTT5KBH7aMKa42w1i6xRt3OYYDB0hLzi9c9RTIb4_xMVq5eSqR3fvK2UQ37xDxt4J2PnTg5fK0WHIvK7wwoTXx=w1600-h114-p-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no9LOthVKtN_8rIAFQVyAdx4H7YzUR-0RlxOto0BGxVch9Z3Nor37OPGGVKID0MVlUen470im61c5Psi03dgzgioKrntaTKNIQm6dWIOb4gvAyfGH_18FJdM9EZy3zyQ03zMDFA=w1600-h114-p-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nofm5hIZu9-DihSTNgGjEcUjvh2U1nX-AVweyYOEpglIxoyaF3x2AJ1hhEltWKzaaKBykuBi7AMDB9yTN_HDbkQlCs8YrmLbxM0hJcZtRipPDf76fG6EfjyKuRTEEsIr7hrGmKu=w1600-h114-p-k-no,https://lh3.googleusercontent.com/p/AF1QipMdWglCRUaWAozLELgl0aSCU6MoVuKh5s9Tj0Q=w1600-h114-p-k-no
Mortgage & Property Plus,leasing service,I have been dealing with William and his team for a number of years and they are extremely friendly and professional. Honestly the best Estate Agent in Omagh. Thanks for everything William.,"11 Campsie Rd, Omagh BT79 0AE",Northern Ireland,+44 28 8224 6538,,http://www.mortgageandpropertyplus.com/,https://lh3.googleusercontent.com/a/ACg8ocIDnCPgJOKqOj1GgysuxWPvfcqtTkGp1KEXVAscOdmeKiVtuQ=w1600-h36-p-rp-mo-br100,https://lh3.googleusercontent.com/a/ACg8ocIu9w8x_XcSqUF48NqUCbLUKvDm-t_K4W9_iHdnVaUTgxzUVQ=w1600-h36-p-rp-mo-br100,https://lh3.googleusercontent.com/a-/ALV-UjUREwe7gGZfR2YB0YMfFtimlN9DezXrXZddzL7_Pp6zFpEBUgEj=w1600-h36-p-rp-mo-br100,https://lh3.googleusercontent.com/p/AF1QipMVTdchpNTficfYK2iUYRqq6kFBZAIRWaFq69Ku=w1600-h114-p-k-no,https://lh3.googleusercontent.com/p/AF1QipPkd1E5In4l8uS-iC-9WRcftNl7uaFTGaZ1LKsL=w1600-h114-p-k-no
Longhill Plant Services Ltd,leasing service,Longhill Plant Services Ltd provides professional services in Northern Ireland. We are committed to delivering quality service and customer satisfaction in all our business operations. Lot of stock All clean secondhand,"19 Bankmore Rd, Doogary, Omagh BT79 0BE",Northern Ireland,+44 28 8212 0000,,https://www.longhillplant.com/,https://lh3.googleusercontent.com/p/AF1QipPV_YC3iVLYd93pThjjl23nfqNZvJKxPsnFQ6eB=w1600-h298-k-no,https://lh3.googleusercontent.com/a/ACg8ocK18l7KSqQbRozeHMfUaDzUM-4QP7LAD4520nVjDpaPh0oyGQ=w1600-h36-p-rp-mo-ba3-br100,https://lh3.googleusercontent.com/p/AF1QipNRsqfN8ltcARQMRQ31l4VbPlcLUI3Cs-HqBHd8=w1600-h114-p-k-no,,
Glendale Limousines,leasing service,Glendale Limousines provides professional services in Northern Ireland. We are committed to delivering quality service and customer satisfaction in all our business operations.,"78 Killyclogher Rd, Omagh BT79 7NZ",Northern Ireland,+44 28 8224 6222,,http://www.omaghlimousines.com/,https://lh3.googleusercontent.com/p/AF1QipPxk22I58UkXkm-wm9ozeB_uZahiP8w-0XypawT=w1600-h86-k-no,https://lh3.googleusercontent.com/p/AF1QipPxk22I58UkXkm-wm9ozeB_uZahiP8w-0XypawT=w1600-h240-k-no,https://lh3.googleusercontent.com/p/AF1QipPxk22I58UkXkm-wm9ozeB_uZahiP8w-0XypawT=w1600-h298-k-no,https://lh3.googleusercontent.com/p/AF1QipP6bqdcBnzyyI5N33mCJn9GtG0kT3Md1lVBb_PL=w1600-h298-k-no,https://lh3.googleusercontent.com/p/AF1QipNGxxm6Gs0Zv65boTUo6avesOxNa_C-xEtlUZVW=w1600-h298-k-no
Radius Housing,leasing service,Radius Housing provides professional services in Northern Ireland. We are committed to delivering quality service and customer satisfaction in all our business operations.,"Hillbank Fold, James St, Omagh BT78 1AP",Northern Ireland,+44 28 8224 9691,,http://www.radiushousing.org/,https://lh3.googleusercontent.com/a/ACg8ocKDkwaY5iZ3n5EprNJmZqbuV_dIuphV5nJpQxIN9GP_YWLXdA2d=w1600-h36-p-rp-mo-br100,https://lh3.googleusercontent.com/a/ACg8ocLitVuj4MlfzVMP15IKq2QcEDKo3dmAtN-4Zhs7FvKyKu-pIw=w1600-h36-p-rp-mo-br100,https://lh3.googleusercontent.com/a/ACg8ocI0ft78UFeWhPmuW2IMPNKOGL0ZXnW92krSkGThgO5cRsVU1Q=w1600-h36-p-rp-mo-ba4-br100,https://lh3.googleusercontent.com/p/AF1QipNjrVp0pNcLAlTnBOrvns8gxlVC3FT0zThVQs39=w1600-h114-p-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npEg0-UQwVQNG9YlHZmeZjRhxMXysVX8LPE1R9Gu6Hbgi_Y68r_VUqFR4wIrMpcdUDrYAtKADxza5roUAayswHEWRPO0er5wymLUjCAVnjmqnx2MRMRZ6x6UXz6r6YF1MWOl0vp=w1600-h114-p-k-no
Hot tub hire omagh,leasing service,Hot tub hire omagh provides professional services in Northern Ireland. We are committed to delivering quality service and customer satisfaction in all our business operations.,"7 Loughview Gardens, Omagh BT79 7GQ",Northern Ireland,+44 7923 850896,,,https://lh3.googleusercontent.com/p/AF1QipPsRT9-58I7rUYSH5YnBomFLbjpets_xGI0XN8u=w1600-h114-k-no,https://lh3.googleusercontent.com/p/AF1QipPsRT9-58I7rUYSH5YnBomFLbjpets_xGI0XN8u=w1600-h544-k-no,https://lh3.googleusercontent.com/p/AF1QipPsRT9-58I7rUYSH5YnBomFLbjpets_xGI0XN8u=w1600-h298-k-no,https://lh3.googleusercontent.com/p/AF1QipO3wO4oxiaBlFAYjPhUDv19hq2FUpwwsiiILwaq=w1600-h398-k-no,https://lh3.googleusercontent.com/p/AF1QipNJucG0BJX4eQX4vo9ghF-aU0_5D9LhH5bPtaiz=w1600-h298-k-no
Rural Housing Association,leasing service,Very helpful and caring and big thanks to Valerie and Ruth Kind regards,"2 Killyclogher Rd, Omagh BT79 0AX",Northern Ireland,+44 28 8224 6118,,http://www.ruralhousing.co.uk/,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npEg0-UQwVQNG9YlHZmeZjRhxMXysVX8LPE1R9Gu6Hbgi_Y68r_VUqFR4wIrMpcdUDrYAtKADxza5roUAayswHEWRPO0er5wymLUjCAVnjmqnx2MRMRZ6x6UXz6r6YF1MWOl0vp=w1600-h86-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npEg0-UQwVQNG9YlHZmeZjRhxMXysVX8LPE1R9Gu6Hbgi_Y68r_VUqFR4wIrMpcdUDrYAtKADxza5roUAayswHEWRPO0er5wymLUjCAVnjmqnx2MRMRZ6x6UXz6r6YF1MWOl0vp=w1600-h306-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npEg0-UQwVQNG9YlHZmeZjRhxMXysVX8LPE1R9Gu6Hbgi_Y68r_VUqFR4wIrMpcdUDrYAtKADxza5roUAayswHEWRPO0er5wymLUjCAVnjmqnx2MRMRZ6x6UXz6r6YF1MWOl0vp=w1600-h298-k-no,https://lh3.googleusercontent.com/p/AF1QipO2MfvoQ1tOVGFWUhtbrOMJpcTXW5nmgholx5IS=w1600-h298-k-no,https://lh3.googleusercontent.com/a/ACg8ocJ6NzqtC9baKp96iE5jDxSViCVvC-CsiNdaI92zczwyptHoHQ=w1600-h36-p-rp-mo-br100
DVA Theory Test Centre - Reed in Partnership,leasing service,"I have only positive things to add,kind staff and very professional.","Dergmoney House, 41a Dublin Rd, Omagh BT78 1HE",Northern Ireland,+44 300 200 1122,,https://www.gov.uk/book-theory-test,https://lh3.googleusercontent.com/a-/ALV-UjW8Nnp87GpXhoeTQO4ww2_C_cyNiXeenzm1J3kjvI-RzDGMYEoQvg=w1600-h36-p-rp-mo-ba3-br100,https://lh3.googleusercontent.com/a-/ALV-UjWQcTmaLdbW6M2_K4oILJngMrMRT_tRoOV27ldMOJgF8QvPbv7w=w1600-h36-p-rp-mo-ba4-br100,https://lh3.googleusercontent.com/a-/ALV-UjUw4PgBc8kgxwKKcD2S6xSejK87MnbjyHutFyc2d-uLzvyANzkN=w1600-h36-p-rp-mo-br100,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrvgJ7SeNnLwDhC3FQCV6jEVVGBOsQbp09Q41NPCCRSkjxbruDYos6O0nRLN4CzHAlUPymfnrgAJMiGOCNzc_zI1JlasUgrd8LsZJv-RsAR8DqyP07b_FHq1fJYqVz0zKxAdz0ZGg=w1600-h114-p-k-no,https://lh3.googleusercontent.com/p/AF1QipNgD5Mn0Ctxdcm8Qik9KvILhCb_hFCRcDowpxWU=w1600-h114-p-k-no
Corry & Stewart Estate Agents Ltd,leasing service,Corry & Stewart Estate Agents Ltd provides professional services in Northern Ireland. We are committed to delivering quality service and customer satisfaction in all our business operations.,"36A High St, Omagh BT78 1BP",Northern Ireland,+44 28 8225 0500,,http://www.corryandstewart.com/,https://lh3.googleusercontent.com/p/AF1QipMrVDIb_3D4abzUuQa5xo8ml9F25Y_ooTkiXxne=w1600-h86-k-no,https://lh3.googleusercontent.com/p/AF1QipMrVDIb_3D4abzUuQa5xo8ml9F25Y_ooTkiXxne=w1600-h285-k-no,https://lh3.googleusercontent.com/p/AF1QipMrVDIb_3D4abzUuQa5xo8ml9F25Y_ooTkiXxne=w1600-h298-k-no,https://lh3.googleusercontent.com/p/AF1QipOGFSzMb2KaTxg0lctlHNI3Mfr9iyMyDWYB0xYI=w1600-h298-k-no,https://lh3.googleusercontent.com/p/AF1QipPIFI5d0kq7eY3aG38N4lE7P5yg3D1ZA_nuPSg_=w1600-h298-k-no
Shopmobility Omagh,leasing service,Shopmobility Omagh provides professional services in Northern Ireland. We are committed to delivering quality service and customer satisfaction in all our business operations.,"Co. Tyrone, Community House, Omagh BT78 1DP",Northern Ireland,+44 7517 953536,,,https://lh3.googleusercontent.com/a-/ALV-UjUcAlLUCaOaxk-9LbBk0GBQAN98Xl0GyosVyzLF5VQ5kyr62G0=w1600-h36-p-rp-mo-br100,https://lh3.googleusercontent.com/p/AF1QipMWFnB0pYe-PkQGUMX9FWV2Q_qF96N2RhulfCM=w1600-h114-p-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrq2agU5ZW0kDOS_oZZKSWgxgpDyFFry2XMFa1TaYkNu8sQN6TbapVMI2fhae8urguEBnqb8Dr21lVk0PmUERn3LbwCfT6ldccsKlETLCzu_UMM2NjCMlvHCmVRLR5wi8hf4yX_Ww=w1600-h114-p-k-no,https://lh3.googleusercontent.com/p/AF1QipNGfR0xgFDyw5xg_ZO8Et3q4SxbupdWqXwSVrs0=w1600-h114-p-k-no,
Northern Ireland Housing Executive,leasing service,Northern Ireland Housing Executive provides professional services in Northern Ireland. We are committed to delivering quality service and customer satisfaction in all our business operations.,"MacAllister House, Woodside Ave, Omagh BT79 7BP",Northern Ireland,+44 344 892 0900,,https://nihe.gov.uk/,https://lh3.googleusercontent.com/a-/ALV-UjWaZAzlbg7UmEHROrajL-k4zf_vVRZMhusbCxbwEJTdACPFBRjS=w1600-h36-p-rp-mo-ba4-br100,https://lh3.googleusercontent.com/a-/ALV-UjUzkGd7xDol9YdcM6qoCwF92KtRZ3xYuIbjuJfcmelsRsgffK0_=w1600-h36-p-rp-mo-br100,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npEg0-UQwVQNG9YlHZmeZjRhxMXysVX8LPE1R9Gu6Hbgi_Y68r_VUqFR4wIrMpcdUDrYAtKADxza5roUAayswHEWRPO0er5wymLUjCAVnjmqnx2MRMRZ6x6UXz6r6YF1MWOl0vp=w1600-h114-p-k-no,,
R G Kane Motors,vehicle repair shop,R G Kane Motors is a retail establishment in Northern Ireland providing quality products and services to our customers. We offer a wide range of items with competitive prices and friendly service.,"32 Old Mountfield Rd, Omagh BT79 7BJ",Northern Ireland,+44 28 8224 3099,,,https://lh3.googleusercontent.com/a-/ALV-UjUPbdnXVHNdsH5W6ruwbZ-nKcW_xVkLwIqUt2Snj25ESMFmftlx=w1600-h36-p-rp-mo-ba3-br100,https://lh3.googleusercontent.com/p/AF1QipNCfjqXi85c3pF8ZlUNug7CJAWTCA2nIGXWqCTF=w1600-h114-p-k-no,https://lh3.googleusercontent.com/p/AF1QipNMg80IB9xXkov41Oc5oyVz_0SOR_XodZbbsTZT=w1600-h114-p-k-no,https://lh3.googleusercontent.com/p/AF1QipM_PU7OmMK51a81SkjGvx1imAheWCKeWpZaHW2-=w1600-h114-p-k-no,
"SDC Truck & Trailer Parts, Omagh",truck repair shop,"SDC Truck & Trailer Parts, Omagh is a retail establishment in Northern Ireland providing quality products and services to our customers. We offer a wide range of items with competitive prices and friendly service.  In-store pick-up ","10 Gortrush Industrial Estate, Omagh BT78 5EJ",Northern Ireland,+44 28 8225 0515,,https://www.sdctrailers.com/parts/locations,https://lh3.googleusercontent.com/p/AF1QipM-x7KQEyHwwo_cLINBcvK3SMgoDdYHG-AlbPoX=w1600-h86-k-no,https://lh3.googleusercontent.com/p/AF1QipM-x7KQEyHwwo_cLINBcvK3SMgoDdYHG-AlbPoX=w1600-h306-k-no,https://lh3.googleusercontent.com/p/AF1QipM-x7KQEyHwwo_cLINBcvK3SMgoDdYHG-AlbPoX=w1600-h298-k-no,https://lh3.googleusercontent.com/p/AF1QipM-x7KQEyHwwo_cLINBcvK3SMgoDdYHG-AlbPoX=w1600-h298-k-no,https://lh3.googleusercontent.com/p/AF1QipPBDDAk3tnd9LCHxBrDZO-oC-s5t7PhYo2SlCRy=w1600-h298-k-no
Kevlin Autobody & Customs,car body shop,Worse man I ever got spraying done wath paint flaking runs broke door handle only for me to noice it he wuden of said nothen,"131 Kevlin Rd, Omagh BT78 1PL",Northern Ireland,+44 7526 283371,,,https://lh3.googleusercontent.com/p/AF1QipPQzSXNN0oqJyJbbMnA20eEeflU5VUb_8MT4Kq4=w1600-h86-k-no,https://lh3.googleusercontent.com/p/AF1QipPQzSXNN0oqJyJbbMnA20eEeflU5VUb_8MT4Kq4=w1600-h304-k-no,https://lh3.googleusercontent.com/p/AF1QipPQzSXNN0oqJyJbbMnA20eEeflU5VUb_8MT4Kq4=w1600-h298-k-no,https://lh3.googleusercontent.com/p/AF1QipOEGUdgG_pAHS5bJyH3AStFWTNg8ADnGcveLm_f=w1600-h298-k-no,https://lh3.googleusercontent.com/a/ACg8ocJ6DrSZ81Ch7VGgnXjC2-5Bp2-mjD2brxXlrHORO25_OKYQjA=w1600-h36-p-rp-mo-br100
MCM Autobody repair,car body shop,MCM Autobody repair is a retail establishment in Northern Ireland providing quality products and services to our customers. We offer a wide range of items with competitive prices and friendly service.,"131 Kevlin Rd, Omagh BT78 1PL",Northern Ireland,,,,https://lh3.googleusercontent.com/p/AF1QipPQzSXNN0oqJyJbbMnA20eEeflU5VUb_8MT4Kq4=w1600-h114-p-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np8vu2hRjqd6orjxBCM_RfwlJypIRHLbSnyzlqWvGCF49TG9lmoA_H47BPWJwzSbYRYXNnygkiTM_1JSLz5YNQzAV0W7gomd1YYwUoIY8N3mZM8UB9r1I-VsBkKeAwSFnW4KxTL5A=w1600-h114-p-k-no,,,
Duncan a E,brake shop,"Can't fault them at all. Brilliant lads, helped making two hoses for our drilling rig fuel lines. Thanks Again Dave From Sabre Material Handling Ltd","30 Campsie Rd, Omagh BT79 0AG",Northern Ireland,+44 28 8224 3154,,,https://lh3.googleusercontent.com/a/ACg8ocIohiHHzEc9BQcdlx2jwOqNitrMFMLymq85GAJESW4KjZzLUw=w1600-h36-p-rp-mo-ba3-br100,https://lh3.googleusercontent.com/a/ACg8ocKzh-Kzsc1kjTsViDn-Rdisw6vlasUL84ZRtw1bUayLNBwZQQ=w1600-h36-p-rp-mo-br100,https://lh3.googleusercontent.com/a-/ALV-UjU_VByon8AA7qsdEcckrpxdYjsAWsgsPrFhSRbquVK_u5YNTTVP=w1600-h36-p-rp-mo-br100,https://lh3.googleusercontent.com/p/AF1QipORL0lBoQb1sYVxe1XOkLVUZrzCs7Fa4A6PaYNC=w1600-h114-p-k-no,
Steeles,Air conditioning repair shop,Steeles is a retail establishment in Northern Ireland providing quality products and services to our customers. We offer a wide range of items with competitive prices and friendly service.  Delivery ,"High St, Omagh BT78 1BA",Northern Ireland,+44 28 8224 2296,,https://steeleselectrical.co.uk/,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqgGVnO2X8q-rz8qGjhlK0VEQUfLigirFs_d2yPBx36yqMUO1D2h2UVZXzCj0jq4toSpSsPjmxyEfwmdGTpQeCBUUJP1SXacDHBL8TiTff6gaFJxdDvWeACmRfxXrn0egliJOI=w1600-h86-k-no-pi-10-ya200-ro0-fo100,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqgGVnO2X8q-rz8qGjhlK0VEQUfLigirFs_d2yPBx36yqMUO1D2h2UVZXzCj0jq4toSpSsPjmxyEfwmdGTpQeCBUUJP1SXacDHBL8TiTff6gaFJxdDvWeACmRfxXrn0egliJOI=w1600-h298-k-no-pi-10-ya200-ro0-fo100,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npa1Di-fLJsaD4cIJpE8Zfv_2fd8vBHcye-lFi650rOE_A6M41VE-zFFhLNC_rpma_S4QGBE-4pCnQuqQ0Zg4OaKHHES8KLyU8YPnBzQ9pEh9RUp3mkPDSiNQ4cTSdUPnQJ9h2IuQ=w1600-h298-k-no-pi-0-ya126.24-ro0-fo100,https://lh3.googleusercontent.com/a/ACg8ocKWoRJPFaWo2VLCFNkFjwbanwLHaraqcjRrlzUrfSUDY5iv0A=w1600-h36-p-rp-mo-ba4-br100,https://lh3.googleusercontent.com/a/ACg8ocILFSsdM3U93Ohyv4wgi_Q4miQQrSb8ao-sLKDexyOz_ZLW=w1600-h36-p-rp-mo-br100
Hynes Electronic,Air conditioning repair shop,"Jamie does a great job, took the PS5 to him as it kept overheating. Once I got it back it's never run quieter and absolutely no overheating issues","27 Coolnagard Meadows, Omagh BT78 1AU",Northern Ireland,+44 7763 654452,,http://bizmapgo.com/business/hynes-electronic-51o_ltY,https://lh3.googleusercontent.com/p/AF1QipOJvOnGIx742f8YY8iKHH7GnwX5APjTjO4pcJC5=w1600-h86-k-no,https://lh3.googleusercontent.com/p/AF1QipOJvOnGIx742f8YY8iKHH7GnwX5APjTjO4pcJC5=w1600-h240-k-no,https://lh3.googleusercontent.com/p/AF1QipOJvOnGIx742f8YY8iKHH7GnwX5APjTjO4pcJC5=w1600-h298-k-no,https://lh3.googleusercontent.com/p/AF1QipPLHY1lkuy5VtPyLYwFWm4TFelS_P8TSmov5yWh=w1600-h298-k-no,https://lh3.googleusercontent.com/p/AF1QipOKF_MmBVOHhouzjGVxeOCH3wKv5M3PS5CR-shF=w1600-h298-k-no
DAC Appliances,Air conditioning repair shop,DAC Appliances is a retail establishment in Northern Ireland providing quality products and services to our customers. We offer a wide range of items with competitive prices and friendly service.  In-store pick-up ·  Delivery ,"17 Dublin Rd, Omagh BT78 1ES",Northern Ireland,+44 28 8224 3601,,https://www.dacappliances.com/,https://lh3.googleusercontent.com/p/AF1QipMoOGbc5HbnYOqbRXC_gokVTc68N67STwyeHPvT=w1600-h86-k-no,https://lh3.googleusercontent.com/p/AF1QipMoOGbc5HbnYOqbRXC_gokVTc68N67STwyeHPvT=w1600-h240-k-no,https://lh3.googleusercontent.com/p/AF1QipMoOGbc5HbnYOqbRXC_gokVTc68N67STwyeHPvT=w1600-h298-k-no,https://lh3.googleusercontent.com/p/AF1QipOZFZuN13vqu3KtRf-iEMF03A69Nx3QAfRhjd7O=w1600-h307-k-no,https://lh3.googleusercontent.com/p/AF1QipPVKy0x2DNYRDmQ14MlLkvVh6KyY5LQs-XMNFE-=w1600-h301-k-no
J J Mallon Plumbing & Heating,Air conditioning repair shop,J J Mallon Plumbing & Heating is a retail establishment in Northern Ireland providing quality products and services to our customers. We offer a wide range of items with competitive prices and friendly service.,"30 Gortmore Gardens, Omagh BT78 5DZ",Northern Ireland,+44 28 8224 5821,,,https://lh3.googleusercontent.com/a-/ALV-UjULUJIPD4DhlV3gmsvzhrWNvk1SN8qtughY1MAQk-cS0BwdFOPC=w1600-h36-p-rp-mo-ba3-br100,https://lh3.googleusercontent.com/a/ACg8ocKzS6_ifIBH472UJKwk3qbuPUw4qIW5PIZWaHvk_20-SFwJ0Q=w1600-h36-p-rp-mo-br100,https://lh3.googleusercontent.com/a/ACg8ocKYWDQBFqx5wxt6vcXTv-oG7V1N8fHo4p7NGbJLUn2PlSXWrQ=w1600-h36-p-rp-mo-br100,https://lh3.googleusercontent.com/p/AF1QipOmZ1UvUFTa34hmqj0tlBmFv3_9ks7ZiOuGbX_q=w1600-h114-p-k-no,https://lh3.googleusercontent.com/p/AF1QipP1U2lhIVK_Nzi7P0hOfpjTWNTAVVVUcUy6dwbt=w1600-h114-p-k-no
Home & Dry,Air conditioning repair shop,Excellent in all respects. I was kept fully informed at all times and it was so refreshing to have someone come when they said they would and do what they said they would do. Highly recommend. Thanks,"37 Drumragh Rd, Omagh BT78 1UA",Northern Ireland,+44 7711 020555,,,https://lh3.googleusercontent.com/a/ACg8ocIpvDusycPh0Ta6JtUlI35COBF2UcrDB3GJ7-gI0w83tpSJYg=w1600-h36-p-rp-mo-br100,https://lh3.googleusercontent.com/a/ACg8ocK6HPGlvljLdBXMeoZ5ZTTG1nefBBz4S7eEwwBN11Gxrjk3vw=w1600-h36-p-rp-mo-br100,https://lh3.googleusercontent.com/a-/ALV-UjUdAn5_WtN6k2VBaCMtZGFNa3aIsrh27No1TF-aKBlJ1SK0EZhNfw=w1600-h36-p-rp-mo-ba4-br100,https://lh3.googleusercontent.com/p/AF1QipMzBI5ySl8jfwT-CBeFLvls9B45QPcpG_X1xsVH=w1600-h114-p-k-no,https://lh3.googleusercontent.com/p/AF1QipNAvTPfgM5kUd-YlzrnG8J3VHviXfTc87KZcLG8=w1600-h114-p-k-no
ElectriCast,Air conditioning repair shop,ElectriCast is a retail establishment in Northern Ireland providing quality products and services to our customers. We offer a wide range of items with competitive prices and friendly service.,"23 Tattyreagh Rd, Omagh BT78 1TZ",Northern Ireland,+44 28 8224 5148,,http://www.electricast.com/,https://lh3.googleusercontent.com/p/AF1QipMSyUDOqIAeisl34F7YcRBnAkO6M_4lUo9UVaqU=w1600-h86-k-no,https://lh3.googleusercontent.com/p/AF1QipMSyUDOqIAeisl34F7YcRBnAkO6M_4lUo9UVaqU=w1600-h240-k-no,https://lh3.googleusercontent.com/p/AF1QipMSyUDOqIAeisl34F7YcRBnAkO6M_4lUo9UVaqU=w1600-h298-k-no,https://lh3.googleusercontent.com/p/AF1QipO_d-A5LB1c-DA0HD6-06xSycQHXPihjWZje2vs=w1600-h298-k-no,https://lh3.googleusercontent.com/p/AF1QipPvDTN0IjlxRrCbsBhP9gS4CUvvo3aO9Iiw6cui=w1600-h298-k-no
Express Cooling Service,Air conditioning repair shop,Express Cooling Service is a retail establishment in Northern Ireland providing quality products and services to our customers. We offer a wide range of items with competitive prices and friendly service.,,,+44 28 8164 8014,,,https://lh3.googleusercontent.com/p/AF1QipOZyhkNrjKuSKqHq6kVO6qTJsOHJEIohTraW5oo=w1600-h86-k-no,https://lh3.googleusercontent.com/p/AF1QipOZyhkNrjKuSKqHq6kVO6qTJsOHJEIohTraW5oo=w1600-h240-k-no,https://lh3.googleusercontent.com/p/AF1QipOZyhkNrjKuSKqHq6kVO6qTJsOHJEIohTraW5oo=w1600-h298-k-no,https://lh3.googleusercontent.com/p/AF1QipPZHROTQhaRsE70YBJyYKGIf6d9yf5FC9ynsOsR=w1600-h298-k-no,
iCovers Omagh,Air conditioning repair shop,Fixed phone quickly and really affordably. Staff are very knowledgeable. Great to have a business like this in the town!,"1a Scarffe's Entry, Omagh BT78 1JH",Northern Ireland,+44 28 8225 8170,,https://www.facebook.com/icoversrepairsomagh/,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqaq_mXWZrCy6DYJ1ynTJMZCICz7O_p-a0nHTNPzIpZDOXo3aVwPKNZo2_gJSUmsovMf97M3eFOPc4LLkKSKWESAiT08M4N1Uc4JA8CErBPhkHlE19Oytp4zVJFRfrJ3TYmqho=w1600-h86-k-no-pi-20-ya41.193115-ro-0-fo100,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqaq_mXWZrCy6DYJ1ynTJMZCICz7O_p-a0nHTNPzIpZDOXo3aVwPKNZo2_gJSUmsovMf97M3eFOPc4LLkKSKWESAiT08M4N1Uc4JA8CErBPhkHlE19Oytp4zVJFRfrJ3TYmqho=w1600-h298-k-no-pi-20-ya41.193115-ro-0-fo100,https://lh3.googleusercontent.com/p/AF1QipO0H9j8NL0Ji8SvS7_MLOzaQrsbyy9zOonEkA5e=w1600-h298-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no7Jhx1fzhD7KKqogYtlfrp9bAfkM1E1hhf5adaevKcZBEqzHU8LZntG6R6UT59zboqJ0jW39FePdGlj7OBox92NYjgmTq5pMLLIRI4vAzD_l_yMuYCi-5Sp7s3oi9jxkeUn-2zdA=w1600-h298-k-no-pi-10-ya40-ro-0-fo100,https://lh3.googleusercontent.com/a-/ALV-UjXeNZ9jtiouUTAiyMZWcIV8bV_dMeRwX-6MAMbC_4kborQhG-uFgg=w1600-h36-p-rp-mo-ba3-br100
High Maintenance Omagh,Air conditioning repair shop,I've been coming here years and I'm always so happy with my colours. They've also recommended products that have helped the condition and fullness of my hair. 10/10,"Unit 3, Prospect Court, Omagh BT78 1AR",Northern Ireland,+44 28 8225 9637,,https://www.facebook.com/highmaintenanceomagh/,https://lh3.googleusercontent.com/p/AF1QipMLEdpo6vWeHiOPK9rz8mU0DMW0ImytX24dgItV=w1600-h86-k-no,https://lh3.googleusercontent.com/p/AF1QipMLEdpo6vWeHiOPK9rz8mU0DMW0ImytX24dgItV=w1600-h408-k-no,https://lh3.googleusercontent.com/p/AF1QipMLEdpo6vWeHiOPK9rz8mU0DMW0ImytX24dgItV=w1600-h298-k-no,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noqE2s411zeBAamwawr5yj_4UoQ4dgGXZXrw9-UfjMKdEhDX7s3pfEPSspEDHZN3ZnAr9Q_nQW1PeknLPVU5Pcod-Nm0QwIEDhZ0GAuQl2HRLSmeq0aQj_Wc5YZqFpCQOOrQTg_lQ=w1600-h298-k-no,https://lh3.googleusercontent.com/p/AF1QipNGzV7SfcPxD7keNuZytHE4dnj-1trU-niN8F7H=w1600-h298-k-no
